timestamp,question,answer,answer_length,context_relevance,faithfulness,answer_relevancy,Pontuação Final
2025-10-06 19:42:53,Quais são as atribuições do Núcleo Docente Estruturante (NDE) na elaboração do Projeto Pedagógico de Curso (PPC)?," As atribuições do Núcleo Docente Estruturante (NDE) na elaboração do Projeto Pedagógico de Curso (PPC) incluem:

- **Elaboração do PPC**: O NDE é responsável por elaborar o PPC, com a participação de todas as unidades envolvidas na oferta de componentes curriculares (Fonte: RGCG.pdf, p. 2).       
- **Atualização e Avaliação**: O NDE deve realizar avaliações e reestruturações periódicas do PPC, considerando transformações legais, científicas, sociais e tecnológicas (Fonte: Resolucao_CEPEC_2025_1927.pdf, p. 10).
- **Inclusão de Temáticas**: Propor a inserção de discussões relevantes, como a educação inclusiva, no currículo (Fonte: Resolucao_CEPEC_2025_1927.pdf, p. 12).
- **Gestão e Avaliação**: O NDE deve contemplar políticas de gestão e avaliação dos processos de ensino-aprendizagem no PPC (Fonte: RGCG.pdf, p. 2).",498,1,1,"0,96","0,9866666667"
2025-10-06 19:40:19,Qual é a carga horária semanal máxima permitida para o estágio curricular obrigatório e em quais casos essa carga horária pode ser excedida?," - **Carga horária semanal máxima**: 30 horas (6 horas/dia).
- **Exceções para carga horária de 40 horas/semana**:
  1. Durante o período de verão, se matriculado apenas na disciplina Estágio Supervisionado.
  2. Durante os semestres letivos, se matriculado na disciplina Estágio Supervisionado e em disciplinas sem aulas presenciais programadas. ",484,1,1,"0,955","0,985"
2025-10-06 17:05:50,Quando a Universidade Federal de Goiás (UFG) foi criada e quais cinco escolas superiores foram unidas para sua fundação?," - A Universidade Federal de Goiás (UFG) foi criada em 14 de dezembro de 1960.
- As cinco escolas superiores que foram unidas para sua fundação são:
  1. Escola de Agronomia e Veterinária
  2. Escola de Engenharia
  3. Faculdade de Filosofia
  4. Faculdade de Ciências Econômicas
  5. Faculdade de Direito",231,1,1,"0,952","0,984"
2025-10-06 19:37:24,"Como é calculada a representatividade de professores, técnico-administrativos e estudantes da Câmara de Graduação do CEPEC, segundo o Art. 27?"," - **Representatividade de Professores**: Eleitos por seus pares, em número que atende ao § 4º do art. 7º do Estatuto, sem número inferior ao definido nos incisos VII e VIII.
- **Representatividade de Técnico-Administrativos**: Correspondente a 15% da totalidade dos membros nominados nos incisos I a V, desprezada a fração.
- **Representatividade de Estudantes**: Também correspondente a 15% da totalidade dos membros nominados nos incisos I a V, desprezada a fração.",588,1,1,"0,942","0,9806666667"
2025-10-06 19:45:44,"Quais são as causas de interrupção de um estágio, tanto obrigatório quanto não obrigatório, conforme o regulamento?"," As causas de interrupção de um estágio, tanto obrigatório quanto não obrigatório, são:

1. Término do compromisso.
2. Abandono do local de estágio pelo estagiário.
3. Cumprimento da carga horária dos núcleos do curso, mas necessidade de comprovar carga horária de Atividades Complementares.
4. Integralização do currículo a 15 dias da colação de grau.
5. Exclusão do quadro discente da UFG.
6. Pedido do estagiário, com justificativa analisada pelo coordenador e professor orientador.
7. Comportamento incompatível com normas éticas e administrativas do local de estágio.
8. Descumprimento do Termo de Compromisso.
9. Não cumprimento das obrigações pela instituição conveniada.",794,1,1,"0,941","0,9803333333"
2025-10-06 17:47:08,Qual é o objetivo principal da Resolução EMC 03/2024 e qual órgão foi responsável pela sua criação?," - **Objetivo Principal**: A Resolução EMC 03/2024 estabelece critérios e procedimentos para a distribuição da carga horária semanal de ensino dos docentes alocados na Escola de Engenharia Elétrica, Mecânica e de Computação (EMC).
- **Órgão Responsável**: O Conselho Diretor da Escola de Engenharia Elétrica, Mecânica e de Computação da Universidade Federal de Goiás (UFG) foi o responsável pela criação da resolução.",417,1,1,"0,938","0,9793333333"
2025-10-06 17:53:58,"Segundo o documento, a carga horária de quais tipos de disciplinas não será computada?"," A carga horária de disciplinas com caráter de orientação não será computada. Exemplos incluem:

- Projeto Final de Curso
- Estágio
- Projeto Orientado
- Estudos Especiais
- Estudos Dirigidos",320,1,1,"0,938","0,9793333333"
2025-10-06 17:29:55,"Segundo o Art. 3º, como se estrutura organizacionalmente o Programa de Pós-Graduação em Direito e Políticas Públicas?"," - O Programa de Pós-Graduação em Direito e Políticas Públicas da UFG (PPGDP/UFG) é estruturado da seguinte forma:
  1. **Coordenadoria de Pós-graduação (CPG)**: órgão normativo e deliberativo em matérias acadêmicas e administrativas.
  2. **Coordenação**: órgão executivo da CPG, composta por coordenador(a) e vice-coordenador(a).
  3. **Secretaria**: órgão de apoio ao Programa, subordinada à Coordenação.

- A constituição da CPG e da Coordenação segue o Regimento Geral da UFG.",540,1,1,"0,938","0,9793333333"
2025-10-06 17:14:34,O Estatuto e Regimento Geral detalham a estrutura acadêmica e administrativa da universidade. Quais são os principais conselhos e órgãos que compõem a Administração Central da UFG?," Os principais conselhos e órgãos que compõem a Administração Central da UFG são:

- Assembleia Universitária
- Conselho de Integração Universidade-Sociedade
- Conselho Universitário
- Conselho de Ensino, Pesquisa, Extensão e Cultura
- Conselho de Curadores
- Reitoria",388,1,1,"0,937","0,979"
2025-10-06 19:43:53,"De acordo com o documento, quais são os tipos de componentes curriculares que compõem a estrutura do curso, além do Núcleo Comum (NC) e Núcleo Específico (NE)?"," Os tipos de componentes curriculares que compõem a estrutura do curso, além do Núcleo Comum (NC) e Núcleo Específico (NE), são:

- **Núcleo Livre (NL)**: visa ampliar e diversificar a formação do estudante.
- **Atividades Complementares (AC)**: não especificadas no contexto, mas mencionadas como parte da estrutura curricular.
- **Atividades Curriculares de Extensão (ACEx)**: também parte da estrutura curricular.",279,1,1,"0,936","0,9786666667"
2025-10-06 17:13:00,"Quais são as responsabilidades da Ouvidoria, da Auditoria Interna e da Coordenação de Processo Administrativo (CDPA) no combate ao nepotismo, conforme a Portaria?"," - **Ouvidoria**: Atua como canal de recebimento e análise de denúncias de nepotismo (Fonte: Documentos_Importantes\Portaria_Nepotismo(1).pdf, página 2).

- **Auditoria Interna**: Deve incluir o cumprimento da Portaria e do Decreto nº 7.203/2010 em sua programação anual de trabalho (Fonte: Documentos_Importantes\Portaria_Nepotismo(1).pdf, página 2).

- **Coordenação de Processo Administrativo (CDPA)**: Realiza os procedimentos de apuração dos casos de nepotismo conforme a legislação pertinente",465,1,1,"0,933","0,9776666667"
2025-10-06 19:22:14,Qual é a composição e as responsabilidades da Coordenadoria de Projeto Final (CPF)?," - **Composição da Coordenadoria de Projeto Final (CPF)**:
  - Formada pelos docentes coordenadores de Projeto Final de cada curso de graduação da EMC/UFG.
  - Subordinada à Diretoria da EMC/UFG.
  - Possibilidade de designação de um vice-coordenador para auxiliar e substituir o coordenador em impedimentos.

- **Responsabilidades da CPF**:
  1. Administrar a realização do Projeto Final do respectivo curso.
  2. Cumprir a legislação vigente.
  3. Incentivar docentes a orientarem Projetos Finais.
  4. Fornecer instruções sobre o uso do processo SEI e armazenamento online.
  5. Conferir se os estudantes estão matriculados corretamente na disciplina de Projeto Final.
  6. Divulgar informações sobre os Projetos Finais, incluindo títulos, estudantes, orientadores e datas de defesa.
  7. Prestar informações a estudantes e professores sobre aspectos administrativos da disciplina.
  8. Auxiliar na formatação dos textos para publicação na biblioteca da UFG.
  9. Verificar o arquivamento dos documentos relativos à disciplina.",968,1,1,"0,928","0,976"
2025-10-06 17:35:36,O Art. 11 define três categorias de docentes que podem ser credenciados no programa. Quais são essas categorias e quais são os critérios para ser um docente permanente?," As três categorias de docentes que podem ser credenciados no programa são:

1. **Docentes Permanentes**:
   - Vínculo funcional com a UFG.
   - Desenvolvem atividades de ensino na Pós-Graduação.
   - Participam de projetos de pesquisa do Programa.
   - Orientam discentes de Mestrado e/ou Doutorado.

2. **Docentes Visitantes**:
   - Vínculo funcional com outras instituições.
   - Liberados para colaborar em projetos de pesquisa e/ou atividades de ensino.
   - Atuação viabilizada por contrato temporário ou bolsa.

3. **Docentes Colaboradores**:
   - Não atendem a todos os requisitos para serem permanentes ou visitantes.
   - Participam sistematicamente das atividades do Programa, independentemente do vínculo com a UFG.",899,1,1,"0,926","0,9753333333"
2025-10-06 19:46:42,"Como é calculado o Índice de Prioridade (IP) para a solicitação de matrícula, e quais são os critérios de desempate utilizados?"," - **Cálculo do Índice de Prioridade (IP)**:
  - Fórmula: IP = 100*TA + 10*TI – 3*QR
    - TA = (CHA/CHC)
    - TI = (CHI/CHT), com TI limitado a 1
    - QR = número de reprovações por faltas
  - CHA: carga horária total de componentes aprovados nos últimos dois períodos
  - CHC: carga horária total cursada nos últimos dois períodos
  - CHI: carga horária integralizada em componentes curriculares
  - CHT: carga horária total do curso

- **Critérios de Desempate**:
  1. Estudante com maior TA.",576,1,1,"0,918","0,9726666667"
2025-10-06 17:45:38,Qual é a duração do mandato dos representantes das organizações no Conselho e quantas reconduções são permitidas?," - Duração do mandato:
  - 1 ano para representantes estudantis e externos.
  - 2 anos para representantes docentes e técnico-administrativos.

- Reconduções permitidas:
  - Uma recondução para mandatos de até dois anos; vedada nos demais casos.",304,1,1,"0,914","0,9713333333"
2025-10-06 19:28:54,"Quais são os requisitos de composição para as bancas examinadoras dos cursos de Engenharia Elétrica, Engenharia Mecânica e Engenharia de Computação?"," Requisitos de composição para as bancas examinadoras:

**Engenharia Elétrica e Engenharia Mecânica:**
- Mínimo: 3 membros
- Máximo: 4 membros
- Um membro deve ser o professor orientador
- 1 membro suplente
- Pelo menos 1 membro deve ser professor lotado na EMC/UFG

**Engenharia de Computação:**
- Mínimo: 2 membros
- Máximo: 3 membros",440,1,1,"0,907","0,969"
2025-10-06 17:36:13,Quais são as regras para a substituição de um orientador por um discente e em que circunstâncias essa troca é permitida?," - A substituição do(a) orientador(a) pode ser solicitada pelo(a) discente apenas uma vez.
- A troca está condicionada à disponibilidade de um novo orientador no PPG em Sociologia.
- Não pode ser efetivada após 50% do tempo regular do curso, exceto em situações excepcionais.
- A substituição deve ser formalmente aprovada pela CPG.",388,1,1,"0,904","0,968"
2025-10-06 17:10:52,O Art. 5º lista exceções às vedações de nepotismo. Qual é uma das exceções relacionadas a cargos de maior hierarquia e qual é a condição imposta para que ela seja válida?,"Uma das exceções relacionadas a cargos de maior hierarquia é a nomeação de pessoas para a ocupação de cargos em comissão de nível hierárquico mais alto que o dos agentes públicos 
referidos no inciso I do artigo 3º. A condição imposta para que essa exceção seja válida é que a contratação não deve caracterizar ajuste prévio para burlar a vedação do nepotismo",395,1,1,"0,903","0,9676666667"
2025-10-06 17:06:33,"De acordo com a Constituição Federal de 1988, quais tipos de autonomia a UFG possui e qual princípio rege seu funcionamento?"," - **Tipos de autonomia da UFG**:
  - Didático-científica
  - Administrativa
  - Gestão financeira e patrimonial

- **Princípio que rege seu funcionamento**:
  - Indissociabilidade entre ensino, pesquisa e extensão",296,1,1,"0,901","0,967"
2025-10-06 19:33:54,"De acordo com o documento, qual a composição e as finalidades não deliberativas do Conselho de Integração Universidade-Sociedade?"," - **Composição do Conselho de Integração Universidade-Sociedade**:
  - Reitor (Presidente)
  - Vice-Reitor e Pró-Reitores
  - 3 representantes de cada um dos Conselhos: Universitário, Ensino, Pesquisa, Extensão e Cultura, e de Curadores
  - Diretores das Regionais e câmpus fora da RMG
  - Representantes do Poder Executivo Estadual, Assembleia Legislativa Estadual e Prefeituras dos municípios com câmpus

- **Finalidades não deliberativas**:
  1. Conhecer o plano de gestão da Universidade, suas políticas, estratégias gerenciais, projetos e programas
  2. Discutir a política científica, cultural, artística e tecnológica da Universidade
  3. Examinar as demandas existentes na sociedade, propondo novos empreendimentos, parcerias e atividades com setores do poder público e da sociedade civil",971,1,1,"0,881","0,9603333333"
2025-10-06 17:33:53,"De acordo com o Art. 3º do documento, qual é a estrutura organizacional e funcional do Programa de Pós-Graduação em Sociologia?"," A estrutura organizacional e funcional do Programa de Pós-Graduação em Sociologia é composta por:

- **Coordenadoria de Pós-graduação (CPG)**: órgão normativo e deliberativo em matérias acadêmicas e administrativas.
- **Coordenação**: órgão executivo da CPG, constituído pelo(a) coordenador(a) e vice-coordenador(a).
- **Secretaria**: órgão de apoio ao PPG, subordinado à Coordenação.",454,1,1,"0,876","0,9586666667"
2025-10-06 17:50:48,Qual é o principal objetivo da Resolução EMC Nº 03/2023 e quem é responsável pelo gerenciamento do modelo?," - **Principal Objetivo:** A Resolução EMC Nº 03/2023 estabelece um modelo para a alocação de vagas de professores do magistério superior na Escola de Engenharia Elétrica, Mecânica e de Computação, visando consolidar uma política acadêmica focada nas atividades da unidade (Fonte: Documentos_Importantes\Resolucao_modelo_de_alocacao_de_vagas_EMC_assinado.pdf, página 0).

- **Responsável pelo Gerenciamento:** O gerenciamento do modelo é realizado pela Comissão constituída para esse fim, que apresentará simulações durante as semanas de planejamento da EMC/UFG (Fonte: Documentos_Importantes\Resolucao_modelo_de_alocacao_de_vagas_EMC_assinado.pdf, página 2).",659,1,1,"0,873","0,9576666667"
2025-10-06 17:43:43,"Qual é o objetivo principal da Resolução CONSUNI Nº 324/2025, e que Conselho ela visa compor?"," - **Objetivo Principal**: Definir as Organizações Governamentais e Não-Governamentais que comporão o Conselho de Integração Universidade-Sociedade.
- **Conselho a ser composto**: Conselho de Integração Universidade-Sociedade.",302,1,1,"0,871","0,957"
2025-10-06 17:04:48,Em que circunstâncias um aluno pode solicitar a troca de tutor e o desligamento do programa?," - **Troca de Tutor**: O aluno pode solicitar a troca de tutor após 2 anos de participação no programa, sem necessidade de justificativa, por escrito e em formato eletrônico. (Fonte: Documentos_Importantes\01._Tutoria_-_Resolucao_CD_EMC_032012_Programa_Tutoria.pdf, página: 1)

- **Desligamento do Programa**: O aluno pode solicitar seu desligamento do programa a qualquer momento, por escrito e em formato eletrônico. ",422,1,1,"0,869","0,9563333333"
2025-10-06 17:39:19,Quem é a autoridade que assina digitalmente o documento e qual é a sua posição na Universidade Federal de Goiás?," - A autoridade que assina digitalmente o documento é a Profa. Angelita Pereira de Lima.
- Sua posição na Universidade Federal de Goiás é Reitora.",221,1,1,"0,858","0,9526666667"
2025-10-06 19:31:22,Como é calculada a nota final da disciplina Projeto Final de Curso para os diferentes cursos de Engenharia?," A nota final da disciplina Projeto Final de Curso para os diferentes cursos de Engenharia é calculada da seguinte forma:

### Engenharia Elétrica e Engenharia Mecânica
- **Fórmula**: NF = 0,1 × NPT + 0,45 × NTE + 0,45 × NAA
  - **NPT**: Média das notas sobre o plano de trabalho.
  - **NTE**: Média das notas sobre o trabalho escrito.
  - **NAA**: Média das notas sobre a apresentação e arguição.

### Engenharia de Computação
- **Fórmula**: NF = 0,3 × NPT + 0,7 × NAA",534,1,"0,857","0,996","0,951"
2025-10-06 16:50:48,"Qual é a carga horária máxima semestral atribuída a um professor tutor para a atividade de orientação, e qual é o caráter dessa atividade?"," - **Carga horária máxima semestral**: 60 horas-aula.
- **Caráter da atividade**: Atividade de orientação didática de caráter voluntário.",240,1,1,"0,85","0,95"
2025-10-06 17:41:13,Em que local e a partir de que ano letivo o novo curso será oferecido?," - **Local**: Instituto de Ciências Biológicas, Campus Samambaia.
- **Ano letivo de início**: 2025.",99,1,1,"0,847","0,949"
2025-10-06 19:27:43,"De acordo com o documento, quais são as formas de aproveitamento da disciplina de Projeto Final de Curso?"," As formas de aproveitamento da disciplina de Projeto Final de Curso incluem:

- Desenvolvimento de um projeto técnico-científico integrando conhecimentos do curso.
- Entrega de um plano de trabalho oficializado.
- Apresentação e defesa do trabalho em sessão pública para uma banca examinadora.
- Possibilidade de aproveitamento por meio de acordos internacionais.
- Publicação de artigo científico resultante de atividade de Iniciação Científica ou Tecnológica, com o estudante como primeiro autor (Art. 11 e Art. 12).",456,1,"0,857","0,975","0,944"
2025-10-06 19:36:06,"O que a Resolução - CONSUNI/CEPEC/CC N° 02/2013 estabelece sobre a criação, funcionamento e vínculo dos Núcleos de Estudos, Pesquisa e Extensão?"," A Resolução - CONSUNI/CEPEC/CC N° 02/2013 estabelece que:

- **Criação**: A Universidade pode instituir Núcleos de Estudos, Pesquisa e Extensão como organismos acadêmicos.
- **Funcionamento**: Cada Núcleo terá um Coordenador Acadêmico responsável por suas atividades e funcionará por um período inicial de 2 anos, com possibilidade de renovação mediante relatório de atividades.
- **Vínculo**: Os Núcleos devem se vincular às Unidades Acadêmicas ou outras unidades específicas da Universidade.",780,1,"0,875","0,948","0,941"
2025-10-06 17:40:58,Qual é o grau acadêmico e a modalidade do novo curso de Graduação em Gestão de Saúde Digital?," - Grau acadêmico: Bacharelado
- Modalidade: Presencial
- Local: Câmpus Cidade Ocidental
- Início: Ano letivo de 2025",193,1,1,"0,786","0,9286666667"
2025-10-06 19:35:06,"Quais são as competências do Conselho Universitário, conforme o Art. 21, sobre a criação, alteração ou extinção de câmpus e sobre a autorização de bens patrimoniais?"," As competências do Conselho Universitário, conforme o Art. 21, incluem:

- **Criação, alteração ou extinção de câmpus**: Aprovação de propostas relacionadas a esses aspectos.
- **Autorização de bens patrimoniais**:
  - Autorizar a alienação e oneração de bens patrimoniais imóveis.
  - Aceitar legados e doações feitas à Universidade.",609,1,"0,8","0,982","0,9273333333"
2025-10-06 17:52:22,Qual é a fonte de dados utilizada para a aplicação do modelo de alocação de vagas?," A fonte de dados utilizada para a aplicação do modelo de alocação de vagas é composta pelas áreas do conhecimento da Escola de Engenharia Elétrica, Mecânica e de Computação da Universidade Federal de Goiás (EMC/UFG), que incluem:

1. Computação
2. Controle e Automação
3. Eletrônica
4. Energia
5. Materiais e Processos de Fabricação
6. Projetos de Sistemas Mecânicos
7. Telecomunicações
8. Térmica e Fluidos",497,1,"0,9","0,807","0,9023333333"
2025-10-06 19:38:15,"Qual é a composição mínima da Coordenadoria de Estágio, Projeto Final de Curso e Monitoria (CEPFM), e quem a indica?","Resposta da IA:
 - **Composição mínima da CEPFM**: 3 (três) docentes com dedicação exclusiva.
- **Indicação**: Pela Diretoria da EMC, com aprovação do Conselho Diretor da EMC.",238,1,"0,75","0,893","0,881"
2025-10-06 17:46:45,Quem foi a autoridade que assinou a Resolução e qual é o seu cargo?," - Autoridade que assinou a Resolução: Profa. Angelita Pereira de Lima
- Cargo: Reitora
- Data da assinatura: 27/02/2025",120,1,"0,75","0,881","0,877"
2025-10-06 17:12:20,"Qual setor da UFG é responsável por receber os pedidos de designação/nomeação de servidores, e que tipo de declarações são exigidas dos indicados para esses cargos/funções?"," - **Setor responsável**: Pró-Reitoria de Gestão de Pessoas (Propessoas).
- **Declarações exigidas**:
  1. Declaração de Vínculo Familiar para Fins de Apuração de Situação de Nepotismo (Anexo I).
  2. Declaração de Ciência sobre Situações de Nepotismo (Anexo II).",333,1,"0,833","0,788","0,8736666667"
