timestamp,question,answer_len,context_relevance,faithfulness,answer_relevancy,answer_correctness
2025-10-06T17:20:43,"De acordo com a tabela, quais são as cargas horárias atribuídas (CHA) para a participação em um curso de idiomas e para ser um monitor de disciplina?",179,1.0,0.3333333333333333,0.8795536375456435,
2025-10-06T17:21:10,"Segundo o documento, quem tem a responsabilidade de resolver casos omissos ou não previstos na resolução?",19,,,,
2025-10-06T17:22:10,Qual é o objetivo principal da Resolução EMC Nº 02/2023?,19,0.0,0.0,0.0,
2025-10-06T17:26:09,O que a Resolução EMC Nº 02/2023 revoga ou substitui?,181,1.0,0.5,0.9375450581323826,
2025-10-06T17:26:32,Qual é a carga horária máxima (CHM) permitida para a participação em seminários e congressos nacionais?,19,,,,
2025-10-06T17:27:27,"Quantas horas de atividades complementares são creditadas para um membro de uma empresa júnior, e qual é a carga horária máxima permitida para essa atividade?",19,0.0,0.0,0.0,
2025-10-06T17:27:52,"Quem é o responsável por resolver os casos omissos, ou seja, as situações não previstas na resolução?",19,,,,
2025-10-06T17:28:25,Qual é o objetivo principal da Resolução CEPEC Nº 1941 e qual resolução ela revoga?,19,,,,
2025-10-06T17:29:05,"De acordo com o Art. 1º, quais são os objetivos gerais do Programa de Pós-Graduação em Direito e Políticas Públicas para os níveis de Mestrado Profissional e Doutorado Profissional?",785,1.0,1.0,0.965583058004187,
2025-10-06T17:29:55,"Segundo o Art. 3º, como se estrutura organizacionalmente o Programa de Pós-Graduação em Direito e Políticas Públicas?",540,1.0,1.0,0.9287756577906624,
2025-10-06T17:31:49,"Quais são as atribuições da Coordenadoria de Pós-Graduação (CPG), conforme o Art. 5º?",518,1.0,1.0,0.9983848396933798,
2025-10-06T17:32:50,O documento lista três categorias de docentes que podem ser credenciados no programa. Quais são elas e qual a principal característica de cada uma?,597,0.0,0.25,0.9468318690123326,
2025-10-06T17:33:16,"Qual é o objetivo principal da Resolução CEPEC Nº 1943, e qual documento ela revoga?",19,,,,
2025-10-06T17:33:53,"De acordo com o Art. 3º do documento, qual é a estrutura organizacional e funcional do Programa de Pós-Graduação em Sociologia?",454,1.0,1.0,0.8768423619328743,
2025-10-06T17:34:53,"Segundo o Art. 5º, quais são as atribuições da Coordenadoria de Pós-Graduação (CPG)?",497,1.0,1.0,0.9722644829143143,
2025-10-06T17:35:36,O Art. 11 define três categorias de docentes que podem ser credenciados no programa. Quais são essas categorias e quais são os critérios para ser um docente permanente?,899,1.0,1.0,0.9263506079032559,
2025-10-06T17:36:13,Quais são as regras para a substituição de um orientador por um discente e em que circunstâncias essa troca é permitida?,388,1.0,1.0,0.9046413748182146,
2025-10-06T17:36:56,Qual é o objetivo principal da Resolução CONSUNI Nº 322 e qual novo curso ela cria?,19,0.0,0.0,0.0,
2025-10-06T17:37:29,"De acordo com o Art. 1º, qual é o grau acadêmico e a modalidade do novo curso?",19,0.0,0.0,0.0,
2025-10-06T17:37:46,Onde será ofertado o novo curso e a partir de que ano letivo?,19,,,,
2025-10-06T17:38:34,Quantas vagas anuais serão ofertadas para o novo curso e como elas serão distribuídas entre os turnos?,19,0.0,0.0,0.0,
2025-10-06T17:39:19,Quem é a autoridade que assina digitalmente o documento e qual é a sua posição na Universidade Federal de Goiás?,221,1.0,1.0,0.8908651566512483,
2025-10-06T17:40:15,"Qual é o objetivo principal da Resolução CONSUNI Nº 323, de acordo com o documento?",283,1.0,0.5,0.9906236167494452,
2025-10-06T17:40:58,Qual é o grau acadêmico e a modalidade do novo curso de Graduação em Gestão de Saúde Digital?,193,1.0,1.0,0.7869134912050816,
2025-10-06T17:41:13,Em que local e a partir de que ano letivo o novo curso será oferecido?,19,,,,
2025-10-06T17:41:52,Quantas vagas anuais serão disponibilizadas para o curso e como elas serão distribuídas entre os turnos?,19,0.0,0.0,0.0,
2025-10-06T17:43:05,Quem é a Reitora que assinou eletronicamente o documento?,163,1.0,0.3333333333333333,0.8749737122856885,
2025-10-06T17:43:43,"Qual é o objetivo principal da Resolução CONSUNI Nº 324/2025, e que Conselho ela visa compor?",302,1.0,1.0,0.8713820323711302,
2025-10-06T17:44:19,"Segundo o Artigo 20 do Estatuto da UFG, qual a finalidade do Conselho de Integração Universidade-Sociedade?",543,1.0,1.0,0.9868283528642968,
2025-10-06T17:44:47,O documento lista sete organizações que comporão o Conselho. Quais são elas?,19,,,,
2025-10-06T17:45:38,Qual é a duração do mandato dos representantes das organizações no Conselho e quantas reconduções são permitidas?,304,1.0,1.0,0.9147473159490999,
2025-10-06T17:46:45,Quem foi a autoridade que assinou a Resolução e qual é o seu cargo?,19,,,,
2025-10-06T17:47:08,Qual é o objetivo principal da Resolução EMC 03/2024 e qual órgão foi responsável pela sua criação?,19,,,,
2025-10-06T17:47:42,"De acordo com o Anexo I, qual é a carga horária mínima semanal de aulas que um docente deve ter a cada semestre letivo?",280,1.0,0.5,0.9045928262355521,
2025-10-06T17:48:56,O documento lista algumas atividades que não são consideradas para o cálculo da carga horária. Quais são elas?,409,1.0,0.25,0.9614371481801998,
2025-10-06T17:49:49,"Segundo o Anexo I, em que ordem as turmas de disciplinas são distribuídas aos docentes?",330,1.0,1.0,0.9617372382565104,
2025-10-06T17:50:27,"Conforme a Tabela 1 do Anexo II, qual a carga horária semanal atribuída a um docente que ocupa o cargo de Direção da Unidade ou de Coordenador de curso de graduação?",19,0.0,0.0,0.0,
2025-10-06T17:50:48,Qual é o principal objetivo da Resolução EMC Nº 03/2023 e quem é responsável pelo gerenciamento do modelo?,19,,,,
2025-10-06T17:51:30,"De acordo com o Art. 2º, qual é a pontuação de uma vaga em regime de 20 horas, 40 horas e 40 horas com dedicação exclusiva?",247,1.0,0.75,0.8178632112021513,
2025-10-06T17:52:22,Qual é a fonte de dados utilizada para a aplicação do modelo de alocação de vagas?,497,1.0,0.9,0.8074100363455917,
2025-10-06T17:53:13,Quais são as regras para a mudança de área de um docente e de uma disciplina?,409,1.0,1.0,0.9989615079750567,
2025-10-06T17:53:58,"Segundo o documento, a carga horária de quais tipos de disciplinas não será computada?",320,1.0,1.0,0.9386556734048925,
2025-10-06T17:54:43,Qual é o propósito da Resolução EMC N° 01/2024?,317,0.0,0.25,1.0000000000000007,
2025-10-06T17:55:47,Quais são os dois tipos de vagas de monitoria disponíveis e quem as oferece?,275,1.0,0.6666666666666666,0.8672740551498389,
2025-10-06T17:56:30,Quais são os critérios para a distribuição de vagas de monitoria remunerada?,857,1.0,1.0,0.9999999999999996,
2025-10-06T17:57:09,O que é necessário para que um Plano de Trabalho que solicita monitoria remunerada seja aprovado?,645,1.0,1.0,0.9834369911694442,
2025-10-06T17:57:25,"Quem é o responsável por resolver casos não previstos (omissos) na resolução, e o que pode ser feito se alguém discordar da decisão?",19,,,,
2025-10-06T19:22:14,Qual é a composição e as responsabilidades da Coordenadoria de Projeto Final (CPF)?,968,1.0,1.0,0.9289956354559674,
2025-10-06T19:27:43,"De acordo com o documento, quais são as formas de aproveitamento da disciplina de Projeto Final de Curso?",456,1.0,0.8571428571428571,0.9755685606093643,
2025-10-06T19:28:54,"Quais são os requisitos de composição para as bancas examinadoras dos cursos de Engenharia Elétrica, Engenharia Mecânica e Engenharia de Computação?",440,1.0,1.0,0.9071389634539235,
2025-10-06T19:29:48,Quais são os prazos para a entrega do plano de trabalho e para a solicitação de defesa do Projeto Final de Curso?,372,1.0,0.5,0.9062675217308599,
2025-10-06T19:31:22,Como é calculada a nota final da disciplina Projeto Final de Curso para os diferentes cursos de Engenharia?,534,1.0,0.8571428571428571,0.9965414262412923,
2025-10-06T19:32:38,Quais são as finalidades da Universidade Federal de Goiás (UFG) de acordo com o Art. 5° e o Art. 6° do Estatuto?,1062,1.0,1.0,0.9901660511776201,
2025-10-06T19:33:54,"De acordo com o documento, qual a composição e as finalidades não deliberativas do Conselho de Integração Universidade-Sociedade?",971,1.0,1.0,0.8810510981365204,
2025-10-06T19:35:06,"Quais são as competências do Conselho Universitário, conforme o Art. 21, sobre a criação, alteração ou extinção de câmpus e sobre a autorização de bens patrimoniais?",609,1.0,0.8,0.9821143639307,
2025-10-06T19:36:06,"O que a Resolução - CONSUNI/CEPEC/CC N° 02/2013 estabelece sobre a criação, funcionamento e vínculo dos Núcleos de Estudos, Pesquisa e Extensão?",780,1.0,0.875,0.9480173132546378,
2025-10-06T19:37:24,"Como é calculada a representatividade de professores, técnico-administrativos e estudantes da Câmara de Graduação do CEPEC, segundo o Art. 27?",588,1.0,1.0,0.9426517970724007,
2025-10-06T19:38:15,"Qual é a composição mínima da Coordenadoria de Estágio, Projeto Final de Curso e Monitoria (CEPFM), e quem a indica?",238,1.0,0.75,0.893732450603035,
2025-10-06T19:39:10,"De acordo com a resolução, quais são os tipos de estágio que um estudante de graduação da EMC/UFG pode realizar?",224,1.0,1.0,0.9773614005621077,
2025-10-06T19:40:19,Qual é a carga horária semanal máxima permitida para o estágio curricular obrigatório e em quais casos essa carga horária pode ser excedida?,484,1.0,1.0,0.9557690198337268,
2025-10-06T19:41:21,Quais documentos um estudante deve encaminhar à CEPFM como exigência para a matrícula na disciplina de Estágio Supervisionado?,355,1.0,1.0,0.9663970134069313,
2025-10-06T19:42:07,"No estágio curricular não obrigatório, quem é o responsável pela concessão do seguro contra acidentes pessoais e da bolsa ou contraprestação acordada?",319,1.0,1.0,0.9674050174196189,
2025-10-06T19:42:53,Quais são as atribuições do Núcleo Docente Estruturante (NDE) na elaboração do Projeto Pedagógico de Curso (PPC)?,498,1.0,1.0,0.9603813331562762,
2025-10-06T19:43:53,"De acordo com o documento, quais são os tipos de componentes curriculares que compõem a estrutura do curso, além do Núcleo Comum (NC) e Núcleo Específico (NE)?",279,1.0,1.0,0.9365160039960351,
2025-10-06T19:44:36,Em que circunstâncias a carga horária de um estágio curricular não obrigatório pode ser validada como Atividade Curricular de Extensão (ACEx)?,464,1.0,1.0,0.9770379885788444,
2025-10-06T19:45:44,"Quais são as causas de interrupção de um estágio, tanto obrigatório quanto não obrigatório, conforme o regulamento?",794,1.0,1.0,0.9411374163553812,
2025-10-06T19:46:42,"Como é calculado o Índice de Prioridade (IP) para a solicitação de matrícula, e quais são os critérios de desempate utilizados?",576,1.0,1.0,0.9183501757811724,
2025-10-06T20:52:38,"Quais são as causas de interrupção de um estágio, tanto obrigatório quanto não obrigatório, conforme o regulamento?",694,1.0,1.0,0.9414343431881781,
2025-10-13T21:37:27,"Segundo os dados comparativos de 2008 a 2019, qual foi o aumento percentual no número de discentes de graduação e de pós-graduação stricto sensu na UFG?",19,0.0,0.0,0.0,
2025-10-13T21:40:37,Qual é o objetivo principal da Resolução EMC Nº 02/2023?,393,0.0,0.6666666666666666,0.9999988997862896,
2025-10-13T21:46:51,Qual é o objetivo principal da Resolução CONSUNI Nº 322 e qual novo curso ela cria?,233,0.0,0.0,0.0,
2025-10-13T21:48:59,"De acordo com o Art. 1º, qual é o grau acadêmico e a modalidade do novo curso?",19,0.0,0.0,0.0,
2025-10-13T21:49:58,"De acordo com o Art. 1º, qual é o grau acadêmico e a modalidade do novo curso?",19,0.0,0.0,0.0,
2025-10-13T21:51:47,Quantas vagas anuais serão ofertadas para o novo curso e como elas serão distribuídas entre os turnos?,19,0.0,0.0,0.0,
2025-10-13T21:53:38,Quantas vagas anuais serão ofertadas para o novo curso e como elas serão distribuídas entre os turnos?,19,0.0,0.0,0.0,
2025-10-13T22:07:02,"Quantas horas de atividades complementares são creditadas para um membro de uma empresa júnior, e qual é a carga horária máxima permitida para essa atividade?",220,1.0,0.5,0.8834270046285102,
2025-10-13T22:08:51,Qual é o objetivo principal da Resolução CONSUNI Nº 322 e qual novo curso ela cria?,352,0.0,0.25,0.0,
2025-10-13T22:11:29,"De acordo com o Art. 1º, qual é o grau acadêmico e a modalidade do novo curso?",147,0.0,0.0,0.943096654313913,
2025-10-13T22:13:23,Quantas vagas anuais serão ofertadas para o novo curso e como elas serão distribuídas entre os turnos?,300,0.0,0.5,0.0,
2025-10-13T22:15:54,Onde será ofertado o novo curso e a partir de que ano letivo?,220,0.0,0.5,0.0,
2025-10-13T22:18:05,"Conforme a Tabela 1 do Anexo II, qual a carga horária semanal atribuída a um docente que ocupa o cargo de Direção da Unidade ou de Coordenador de curso de graduação?",402,0.0,0.3333333333333333,0.0,
2025-10-13T22:34:36,Qual é a carga horária máxima (CHM) permitida para a participação em seminários e congressos nacionais?,352,1.0,0.3333333333333333,0.9762832059269186,
2025-10-13T22:37:19,"Quem é o responsável por resolver os casos omissos, ou seja, as situações não previstas na resolução?",182,1.0,0.5,0.9687438092399341,
2025-10-13T22:38:54,Qual é o objetivo principal da Resolução CEPEC Nº 1941 e qual resolução ela revoga?,467,0.0,0.3333333333333333,0.9184131838818027,
2025-10-13T22:41:29,"Qual é o objetivo principal da Resolução CEPEC Nº 1943, e qual documento ela revoga?",477,0.0,0.75,0.8761364766793456,
2025-10-13T22:43:04,Onde será ofertado o novo curso e a partir de que ano letivo?,159,0.0,0.75,0.9521819966477302,
2025-10-13T22:45:28,Em que local e a partir de que ano letivo o novo curso será oferecido?,172,1.0,1.0,0.8471754737321416,
2025-10-13T22:47:08,O documento lista sete organizações que comporão o Conselho. Quais são elas?,510,1.0,0.0,0.8955081297149289,
2025-10-13T22:48:53,Quem foi a autoridade que assinou a Resolução e qual é o seu cargo?,194,1.0,0.75,0.8809416368665438,
2025-10-13T22:52:25,Qual é o objetivo principal da Resolução EMC 03/2024 e qual órgão foi responsável pela sua criação?,497,1.0,1.0,0.9383169153053069,
2025-10-13T22:57:10,Qual é o principal objetivo da Resolução EMC Nº 03/2023 e quem é responsável pelo gerenciamento do modelo?,658,1.0,1.0,0.873288538216273,
2025-10-13T22:58:33,"Quem é o responsável por resolver casos não previstos (omissos) na resolução, e o que pode ser feito se alguém discordar da decisão?",504,1.0,0.6,0.8739614948889173,
